id,label,predict_result,predict_score,predict_detail,type
1,3,3,0.30885812640190125,{'0': 0.20054961740970612, '1': 0.18347924947738647, '2': 0.30711308121681213, '3': 0.30885812640190125},predict
391,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
392,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
393,3,2,0.31487342715263367,{'0': 0.22376768290996552, '1': 0.20663879811763763, '2': 0.31487342715263367, '3': 0.2547200918197632},predict
394,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
395,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
396,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
397,2,1,0.4859282076358795,{'0': 0.42579904198646545, '1': 0.4859282076358795, '2': 0.08776608854532242, '3': 0.0005065825534984469},predict
398,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
399,2,2,0.31232118606567383,{'0': 0.2842501401901245, '1': 0.2697475254535675, '2': 0.31232118606567383, '3': 0.13368114829063416},predict
400,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
401,1,1,0.5693816542625427,{'0': 0.4146612286567688, '1': 0.5693816542625427, '2': 0.01595590077340603, '3': 1.226479184879281e-06},predict
402,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
403,0,1,0.43020352721214294,{'0': 0.40497294068336487, '1': 0.43020352721214294, '2': 0.1599069982767105, '3': 0.004916495177894831},predict
404,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
405,0,1,0.5136997103691101,{'0': 0.42901328206062317, '1': 0.5136997103691101, '2': 0.05717957019805908, '3': 0.00010747944907052442},predict
406,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
407,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
408,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
409,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
410,1,0,0.3590998351573944,{'0': 0.3590998351573944, '1': 0.3584210276603699, '2': 0.24959701299667358, '3': 0.032882094383239746},predict
411,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
412,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
413,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
414,0,1,0.4303496181964874,{'0': 0.4050475060939789, '1': 0.4303496181964874, '2': 0.15971024334430695, '3': 0.0048925988376140594},predict
415,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
416,0,1,0.544044554233551,{'0': 0.42502325773239136, '1': 0.544044554233551, '2': 0.0309198759496212, '3': 1.2238007002451923e-05},predict
417,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
418,2,2,0.30827251076698303,{'0': 0.2942888140678406, '1': 0.2807479500770569, '2': 0.30827251076698303, '3': 0.11669068038463593},predict
419,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
420,1,2,0.30662670731544495,{'0': 0.297706663608551, '1': 0.2845381498336792, '2': 0.30662670731544495, '3': 0.11112842708826065},predict
421,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
422,0,1,0.39414313435554504,{'0': 0.38407254219055176, '1': 0.39414313435554504, '2': 0.20749154686927795, '3': 0.01429282408207655},predict
423,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
424,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
425,0,1,0.41438525915145874,{'0': 0.3964051902294159, '1': 0.41438525915145874, '2': 0.18110507726669312, '3': 0.008104569278657436},predict
426,0,1,0.4296717047691345,{'0': 0.40470150113105774, '1': 0.4296717047691345, '2': 0.16062259674072266, '3': 0.005004192236810923},predict
427,0,1,0.5253762006759644,{'0': 0.42850032448768616, '1': 0.5253762006759644, '2': 0.046073704957962036, '3': 4.983534017810598e-05},predict
428,0,1,0.4667305648326874,{'0': 0.42050421237945557, '1': 0.4667305648326874, '2': 0.1115335151553154, '3': 0.0012317621149122715},predict
429,1,1,0.5508850812911987,{'0': 0.42287477850914, '1': 0.5508850812911987, '2': 0.026233254000544548, '3': 6.891255907248706e-06},predict
430,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
431,1,1,0.47182968258857727,{'0': 0.42212575674057007, '1': 0.47182968258857727, '2': 0.10505957901477814, '3': 0.0009849847992882133},predict
432,2,0,0.34864360094070435,{'0': 0.34864360094070435, '1': 0.3447860777378082, '2': 0.26350489258766174, '3': 0.04306543245911598},predict
433,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
434,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
435,1,1,0.4876900911331177,{'0': 0.4261683225631714, '1': 0.4876900911331177, '2': 0.08567782491445541, '3': 0.000463775621028617},predict
436,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
437,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
438,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
439,0,2,0.3139232397079468,{'0': 0.2200087010860443, '1': 0.2028561383485794, '2': 0.3139232397079468, '3': 0.2632119059562683},predict
440,1,1,0.5944782495498657,{'0': 0.3983244299888611, '1': 0.5944782495498657, '2': 0.0071972692385315895, '3': 7.909083166168784e-08},predict
441,1,1,0.4011807143688202,{'0': 0.38852372765541077, '1': 0.4011807143688202, '2': 0.19846007227897644, '3': 0.011835389770567417},predict
442,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
443,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
444,0,0,0.3242655396461487,{'0': 0.3242655396461487, '1': 0.31492772698402405, '2': 0.288799524307251, '3': 0.0720072090625763},predict
445,2,1,0.48032885789871216,{'0': 0.4244890511035919, '1': 0.48032885789871216, '2': 0.09451671689748764, '3': 0.0006654046010226011},predict
446,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
447,1,1,0.45204654335975647,{'0': 0.4150432348251343, '1': 0.45204654335975647, '2': 0.13066716492176056, '3': 0.002243027091026306},predict
448,0,1,0.4373157322406769,{'0': 0.40848857164382935, '1': 0.4373157322406769, '2': 0.1503387689590454, '3': 0.003856975818052888},predict
449,2,1,0.36475151777267456,{'0': 0.36379268765449524, '1': 0.36475151777267456, '2': 0.24268880486488342, '3': 0.028767038136720657},predict
450,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
451,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
452,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
453,0,1,0.45893144607543945,{'0': 0.4177439212799072, '1': 0.45893144607543945, '2': 0.12161771208047867, '3': 0.0017069014720618725},predict
454,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
455,1,1,0.44712820649147034,{'0': 0.4129679501056671, '1': 0.44712820649147034, '2': 0.13719916343688965, '3': 0.0027047917246818542},predict
456,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
457,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
458,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
459,0,1,0.4681520164012909,{'0': 0.42097151279449463, '1': 0.4681520164012909, '2': 0.10971815884113312, '3': 0.0011582999723032117},predict
460,1,0,0.3181827962398529,{'0': 0.3181827962398529, '1': 0.3078027665615082, '2': 0.29371345043182373, '3': 0.08030092716217041},predict
461,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
462,0,1,0.522793173789978,{'0': 0.42871856689453125, '1': 0.522793173789978, '2': 0.04842879995703697, '3': 5.9474576119100675e-05},predict
463,0,3,0.33086082339286804,{'0': 0.191569522023201, '1': 0.1746448576450348, '2': 0.3029248118400574, '3': 0.33086082339286804},predict
464,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
465,2,2,0.3173677921295166,{'0': 0.26218968629837036, '1': 0.24617163836956024, '2': 0.3173677921295166, '3': 0.1742708683013916},predict
466,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
467,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
468,0,1,0.4629157781600952,{'0': 0.4191950261592865, '1': 0.4629157781600952, '2': 0.11644089967012405, '3': 0.0014482102124020457},predict
469,1,1,0.5193459391593933,{'0': 0.4289160668849945, '1': 0.5193459391593933, '2': 0.05166307091712952, '3': 7.484087836928666e-05},predict
470,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
471,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
472,0,1,0.5685728788375854,{'0': 0.4150923192501068, '1': 0.5685728788375854, '2': 0.016333434730768204, '3': 1.3297996019900893e-06},predict
473,2,1,0.3889068067073822,{'0': 0.3806535601615906, '1': 0.3889068067073822, '2': 0.21408456563949585, '3': 0.01635509543120861},predict
474,0,1,0.4755103290081024,{'0': 0.423202782869339, '1': 0.4755103290081024, '2': 0.10045316070318222, '3': 0.0008336941828019917},predict
475,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
476,1,1,0.502005398273468,{'0': 0.4283703565597534, '1': 0.502005398273468, '2': 0.06940850615501404, '3': 0.0002156567934434861},predict
477,0,1,0.43209394812583923,{'0': 0.4059286415576935, '1': 0.43209394812583923, '2': 0.15736281871795654, '3': 0.004614593926817179},predict
478,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
479,2,2,0.3146277070045471,{'0': 0.27669012546539307, '1': 0.26158204674720764, '2': 0.3146277070045471, '3': 0.14710016548633575},predict
480,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
481,1,1,0.4409879148006439,{'0': 0.4102165102958679, '1': 0.4409879148006439, '2': 0.14540879428386688, '3': 0.003386789932847023},predict
482,0,1,0.4563593566417694,{'0': 0.41676291823387146, '1': 0.4563593566417694, '2': 0.12498439848423004, '3': 0.0018932594684883952},predict
483,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
484,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
485,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
486,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
487,0,1,0.4659672975540161,{'0': 0.42024916410446167, '1': 0.4659672975540161, '2': 0.1125107929110527, '3': 0.00127275544218719},predict
488,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
489,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
490,0,1,0.5334042310714722,{'0': 0.4274218678474426, '1': 0.5334042310714722, '2': 0.039145808666944504, '3': 2.802133167278953e-05},predict
491,1,1,0.5627573728561401,{'0': 0.41800323128700256, '1': 0.5627573728561401, '2': 0.019237006083130836, '3': 2.343652795389062e-06},predict
492,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
493,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
494,0,1,0.43698087334632874,{'0': 0.40832802653312683, '1': 0.43698087334632874, '2': 0.15078888833522797, '3': 0.003902343101799488},predict
495,2,1,0.46477481722831726,{'0': 0.4198434054851532, '1': 0.46477481722831726, '2': 0.1140427440404892, '3': 0.001339094014838338},predict
496,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
497,0,1,0.5662000775337219,{'0': 0.4163208305835724, '1': 0.5662000775337219, '2': 0.017477335408329964, '3': 1.6808556893010973e-06},predict
498,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
499,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
500,0,1,0.5463509559631348,{'0': 0.4243525266647339, '1': 0.5463509559631348, '2': 0.029286466538906097, '3': 1.0121676496055443e-05},predict
501,0,1,0.43834975361824036,{'0': 0.4089810252189636, '1': 0.43834975361824036, '2': 0.14894968271255493, '3': 0.003719587344676256},predict
502,0,1,0.42048391699790955,{'0': 0.39982596039772034, '1': 0.42048391699790955, '2': 0.17296414077281952, '3': 0.006725955754518509},predict
503,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
504,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
505,0,0,0.34423574805259705,{'0': 0.34423574805259705, '1': 0.33920684456825256, '2': 0.26878777146339417, '3': 0.04776959493756294},predict
506,1,1,0.4851829707622528,{'0': 0.425636887550354, '1': 0.4851829707622528, '2': 0.08865448087453842, '3': 0.0005256612785160542},predict
507,1,1,0.6151791214942932,{'0': 0.3814128041267395, '1': 0.6151791214942932, '2': 0.0034080208279192448, '3': 6.116805728595409e-09},predict
508,0,1,0.36564314365386963,{'0': 0.3644448518753052, '1': 0.36564314365386963, '2': 0.24169425666332245, '3': 0.028217697516083717},predict
509,3,2,0.31533733010292053,{'0': 0.2738426625728607, '1': 0.258530855178833, '2': 0.31533733010292053, '3': 0.15228915214538574},predict
510,0,1,0.5108147263526917,{'0': 0.42895784974098206, '1': 0.5108147263526917, '2': 0.06009894609451294, '3': 0.00012845259334426373},predict
511,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
512,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
513,0,1,0.5708373785018921,{'0': 0.4138684868812561, '1': 0.5708373785018921, '2': 0.015293060801923275, '3': 1.0591454611130757e-06},predict
514,1,1,0.5348618030548096,{'0': 0.42716002464294434, '1': 0.5348618030548096, '2': 0.037953123450279236, '3': 2.5127968910965137e-05},predict
515,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
516,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
517,0,2,0.30592936277389526,{'0': 0.29907360672950745, '1': 0.28606072068214417, '2': 0.30592936277389526, '3': 0.10893630981445312},predict
518,1,1,0.5848276615142822,{'0': 0.40524205565452576, '1': 0.5848276615142822, '2': 0.009930119849741459, '3': 2.389888038578647e-07},predict
519,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
520,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
521,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
522,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
523,1,1,0.4676385521888733,{'0': 0.4208034574985504, '1': 0.4676385521888733, '2': 0.1103735938668251, '3': 0.0011844270629808307},predict
524,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
525,0,1,0.5520559549331665,{'0': 0.4224589467048645, '1': 0.5520559549331665, '2': 0.025478871539235115, '3': 6.2247472669696435e-06},predict
526,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
527,1,0,0.3382081687450409,{'0': 0.3382081687450409, '1': 0.33171769976615906, '2': 0.27548661828041077, '3': 0.05458757281303406},predict
528,0,1,0.5291258096694946,{'0': 0.4280727207660675, '1': 0.5291258096694946, '2': 0.04276310279965401, '3': 3.827730324701406e-05},predict
529,2,1,0.37953266501426697,{'0': 0.3743162155151367, '1': 0.37953266501426697, '2': 0.22556844353675842, '3': 0.02058260142803192},predict
530,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
531,1,2,0.3127525746822357,{'0': 0.21591612696647644, '1': 0.19875279068946838, '2': 0.3127525746822357, '3': 0.27257853746414185},predict
532,2,1,0.5406078100204468,{'0': 0.42592206597328186, '1': 0.5406078100204468, '2': 0.03345401585102081, '3': 1.6128416973515414e-05},predict
533,1,1,0.5493702292442322,{'0': 0.4233923554420471, '1': 0.5493702292442322, '2': 0.02722952328622341, '3': 7.848299901525024e-06},predict
534,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
535,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
536,3,2,0.31718018651008606,{'0': 0.2637144923210144, '1': 0.24777771532535553, '2': 0.31718018651008606, '3': 0.1713276207447052},predict
537,1,1,0.5155038833618164,{'0': 0.4290117621421814, '1': 0.5155038833618164, '2': 0.0553884394466877, '3': 9.592636342858896e-05},predict
538,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
539,0,1,0.4286348223686218,{'0': 0.40416866540908813, '1': 0.4286348223686218, '2': 0.16201774775981903, '3': 0.005178771447390318},predict
540,2,1,0.4481130838394165,{'0': 0.4133927524089813, '1': 0.4481130838394165, '2': 0.1358875036239624, '3': 0.0026066186837852},predict
541,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
542,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
543,1,2,0.3118017911911011,{'0': 0.2857148349285126, '1': 0.271340936422348, '2': 0.3118017911911011, '3': 0.1311424970626831},predict
544,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
545,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
546,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
547,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
548,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
549,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
550,1,1,0.44930773973464966,{'0': 0.4139019548892975, '1': 0.44930773973464966, '2': 0.13429883122444153, '3': 0.0024914569221436977},predict
551,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
552,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
553,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
554,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
555,1,1,0.5780138969421387,{'0': 0.4096653163433075, '1': 0.5780138969421387, '2': 0.01232038252055645, '3': 5.022776008445362e-07},predict
556,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
557,2,1,0.4835893511772156,{'0': 0.42527666687965393, '1': 0.4835893511772156, '2': 0.09056545048952103, '3': 0.0005685213254764676},predict
558,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
559,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
560,1,1,0.44780880212783813,{'0': 0.41326218843460083, '1': 0.44780880212783813, '2': 0.13629241287708282, '3': 0.0026366172824054956},predict
561,0,1,0.4217016398906708,{'0': 0.40049201250076294, '1': 0.4217016398906708, '2': 0.17133216559886932, '3': 0.006474159192293882},predict
562,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
563,1,1,0.5320297479629517,{'0': 0.42765042185783386, '1': 0.5320297479629517, '2': 0.04028889164328575, '3': 3.10138457280118e-05},predict
564,0,3,0.33705925941467285,{'0': 0.18908196687698364, '1': 0.1722089648246765, '2': 0.301649808883667, '3': 0.33705925941467285},predict
565,2,1,0.3967283070087433,{'0': 0.3857269287109375, '1': 0.3967283070087433, '2': 0.20419526100158691, '3': 0.013349512591958046},predict
566,1,1,0.4985412061214447,{'0': 0.4279738664627075, '1': 0.4985412061214447, '2': 0.07322314381599426, '3': 0.00026171159697696567},predict
567,1,1,0.4676630198955536,{'0': 0.42081183195114136, '1': 0.4676630198955536, '2': 0.1103421077132225, '3': 0.0011831590672954917},predict
568,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
569,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
570,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
571,1,1,0.6056289076805115,{'0': 0.38951677083969116, '1': 0.6056289076805115, '2': 0.004854271654039621, '3': 2.0509151710257356e-08},predict
572,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
573,3,2,0.3160342872142792,{'0': 0.2292102426290512, '1': 0.21214009821414948, '2': 0.3160342872142792, '3': 0.24261537194252014},predict
574,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
575,0,1,0.48017817735671997,{'0': 0.4244506061077118, '1': 0.48017817735671997, '2': 0.09470105171203613, '3': 0.0006702066166326404},predict
576,1,1,0.5542933940887451,{'0': 0.42162469029426575, '1': 0.5542933940887451, '2': 0.024076832458376884, '3': 5.110927304485813e-06},predict
577,1,1,0.4703032374382019,{'0': 0.42165592312812805, '1': 0.4703032374382019, '2': 0.10698673874139786, '3': 0.001054101507179439},predict
578,0,1,0.4138422906398773,{'0': 0.396093487739563, '1': 0.4138422906398773, '2': 0.18182693421840668, '3': 0.008237255737185478},predict
579,0,2,0.31798887252807617,{'0': 0.25389403104782104, '1': 0.2374882996082306, '2': 0.31798887252807617, '3': 0.190628781914711},predict
580,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
581,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
582,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
583,1,1,0.5192504525184631,{'0': 0.42891979217529297, '1': 0.5192504525184631, '2': 0.051754456013441086, '3': 7.531308801844716e-05},predict
584,1,1,0.44127124547958374,{'0': 0.4103473722934723, '1': 0.44127124547958374, '2': 0.14502884447574615, '3': 0.003352528903633356},predict
